Continent,Country,Year,Category,Expenditure,Visitors
Asia,Japan,2016,Education,264776000,21825
Asia,Japan,2016,Employment,0,0
Asia,Japan,2016,Otherreason,0,0
Asia,Japan,2016,Backpackers,153901000,25200
Asia,Japan,2016,Nonbackpackers,1567224000,356938
Asia,Singapore,2016,Holiday,609748000,231334
Asia,Singapore,2016,Visiting friends and relatives,132155000,55773
Asia,Singapore,2016,Business,197453000,60789
Asia,Singapore,2016,Education,369706000,15594
Asia,Singapore,2016,Employment,0,0
Asia,Singapore,2016,Otherreason,0,0
Asia,Singapore,2016,Backpackers,36435000,12652
Asia,Singapore,2016,Nonbackpackers,1399036000,370643
Asia,China,2016,Holiday,3152415000,638851
Asia,China,2016,Visiting friends and relatives,921412000,196562
Asia,China,2016,Business,360451000,65396
Asia,China,2016,Education,4280948000,155511
Asia,China,2016,Employment,307336000,27257
Asia,China,2016,Otherreason,150820000,32344
Asia,China,2016,Backpackers,171247000,18643
Asia,China,2016,Nonbackpackers,9002135000,1097277
Americas,United States,2016,Holiday,1799411000,328100
Americas,United States,2016,Visiting friends and relatives,549615000,151225
Americas,United States,2016,Business,671450000,111598
Americas,United States,2016,Education,361148000,25372
Americas,United States,2016,Employment,159249000,23216
Americas,United States,2016,Otherreason,117074000,28867
Americas,United States,2016,Backpackers,374832000,59297
Americas,United States,2016,Nonbackpackers,3283115000,609081
Europe,United Kingdom,2016,Holiday,1836180000,285600
Europe,United Kingdom,2016,Visiting friends and relatives,1038033000,273391
Europe,United Kingdom,2016,Business,270569000,54551
Europe,United Kingdom,2016,Education,129829000,12378
Europe,United Kingdom,2016,Employment,314930000,30576
Europe,United Kingdom,2016,Otherreason,95489000,17297
Europe,United Kingdom,2016,Backpackers,801315000,106798
Europe,United Kingdom,2016,Nonbackpackers,2883714000,566995
Asia,Korea,2016,Holiday,803427000,167753
Asia,Korea,2016,Visiting friends and relatives,106820000,39150
Asia,Korea,2016,Business,84546000,18112
Asia,Korea,2016,Education,332310000,17156
Asia,Korea,2016,Employment,119434000,7987
Asia,Korea,2016,Otherreason,122324000,12106
Asia,Korea,2016,Backpackers,203501000,25216
Asia,Korea,2016,Nonbackpackers,1365361000,237049
Asia,India,2006,Holiday,66745000,18676
Asia,India,2006,Visiting friends and relatives,41868000,17316
Asia,India,2006,Business,70775000,21011
Asia,India,2006,Education,102230000,6791
Asia,India,2006,Employment,50873000,6751
Asia,India,2006,Otherreason,0,0
Asia,India,2006,Total,340657000,75573
Asia,India,2007,Holiday,69311000,19439
Asia,India,2007,Visiting friends and relatives,49477000,20102
Asia,India,2007,Business,98968000,23209
Asia,India,2007,Education,119802000,7805
Asia,India,2007,Employment,70822000,7214
Asia,India,2007,Otherreason,0,0
Asia,India,2007,Total,427504000,84414
Asia,India,2008,Holiday,101776000,22872
Asia,India,2008,Visiting friends and relatives,59402000,26891
Asia,India,2008,Business,143742000,27151
Asia,India,2008,Education,189797000,9806
Asia,India,2008,Employment,92238000,8792
Asia,India,2008,Otherreason,0,0
Asia,India,2008,Total,603360000,100709
Asia,India,2009,Holiday,76206000,20473
Asia,India,2009,Visiting friends and relatives,92196000,36523
Asia,India,2009,Business,106777000,21568
Asia,India,2009,Education,260749000,13926
Asia,India,2009,Employment,130013000,9535
Asia,India,2009,Otherreason,0,0
Asia,India,2009,Total,678551000,108970
Asia,India,2010,Holiday,84443000,21355
Asia,India,2010,Visiting friends and relatives,101468000,43588
Asia,India,2010,Business,118174000,27717
Asia,India,2010,Education,288128000,15118
Asia,India,2010,Employment,145375000,9877
Asia,India,2010,Otherreason,0,0
Asia,India,2010,Total,768769000,125431
Asia,India,2011,Holiday,82991000,23373
Asia,India,2011,Visiting friends and relatives,115579000,47841
Asia,India,2011,Business,136253000,27871
Asia,India,2011,Education,301921000,14589
Asia,India,2011,Employment,154408000,12188
Asia,India,2011,Otherreason,0,0
Asia,India,2011,Total,824708000,135450
Asia,India,2012,Holiday,122896000,26330
Asia,India,2012,Visiting friends and relatives,116082000,56041
Asia,India,2012,Business,137257000,27403
Asia,India,2012,Education,188333000,11675
Asia,India,2012,Employment,156355000,12988
Asia,India,2012,Otherreason,0,0
Asia,India,2012,Total,757243000,145131
Asia,India,2013,Holiday,112189000,32402
Asia,India,2013,Visiting friends and relatives,131272000,67802
Asia,India,2013,Business,112654000,23703
Asia,India,2013,Education,186326000,10157
Asia,India,2013,Employment,136348000,13561
Asia,India,2013,Otherreason,0,0
Asia,India,2013,Total,717794000,158355
Asia,India,2014,Holiday,139592000,42432
Asia,India,2014,Visiting friends and relatives,156445000,79016
Asia,India,2014,Business,98756000,25057
Asia,India,2014,Education,228181000,11972
Asia,India,2014,Employment,145561000,14384
Asia,India,2014,Otherreason,54749000,11803
Asia,India,2014,Total,823285000,184664
Asia,India,2015,Holiday,241217000,53891
Asia,India,2015,Visiting friends and relatives,184484000,93082
Asia,India,2015,Business,130724000,26276
Asia,India,2015,Education,333293000,14466
Asia,India,2015,Employment,186111000,17889
Asia,India,2015,Otherreason,59933000,13437
Asia,India,2015,Total,1135763000,219042
Asia,India,2016,Holiday,253154000,61983
Asia,India,2016,Visiting friends and relatives,188193000,102766
Asia,India,2016,Business,145207000,28771
Asia,India,2016,Education,410961000,16386
Asia,India,2016,Employment,203654000,20085
Asia,India,2016,Otherreason,0,0
Asia,India,2016,Total,1238215000,244338
Asia,Indonesia,2006,Holiday,72509000,28572
Asia,Indonesia,2006,Visiting friends and relatives,57343000,14347
Asia,Indonesia,2006,Business,35817000,12594
Asia,Indonesia,2006,Education,167492000,10817
Asia,Indonesia,2006,Employment,0,0
Asia,Indonesia,2006,Otherreason,0,0
Asia,Indonesia,2006,Total,367406000,74470
Asia,Indonesia,2007,Holiday,75313000,28480
Asia,Indonesia,2007,Visiting friends and relatives,63690000,14728
Asia,Indonesia,2007,Business,32070000,12392
Asia,Indonesia,2007,Education,159407000,10345
Asia,Indonesia,2007,Employment,0,0
Asia,Indonesia,2007,Otherreason,0,0
Asia,Indonesia,2007,Total,412454000,79270
Asia,Indonesia,2008,Holiday,98355000,29785
Asia,Indonesia,2008,Visiting friends and relatives,58581000,16074
Asia,Indonesia,2008,Business,38399000,12304
Asia,Indonesia,2008,Education,192453000,10823
Asia,Indonesia,2008,Employment,0,0
Asia,Indonesia,2008,Otherreason,0,0
Asia,Indonesia,2008,Total,435140000,83139
Asia,Indonesia,2009,Holiday,109711000,37991
Asia,Indonesia,2009,Visiting friends and relatives,49607000,18559
Asia,Indonesia,2009,Business,33129000,11242
Asia,Indonesia,2009,Education,200811000,11872
Asia,Indonesia,2009,Employment,0,0
Asia,Indonesia,2009,Otherreason,0,0
Asia,Indonesia,2009,Total,454538000,93379
Asia,Indonesia,2010,Holiday,151804000,45542
Asia,Indonesia,2010,Visiting friends and relatives,56252000,21517
Asia,Indonesia,2010,Business,39924000,13629
Asia,Indonesia,2010,Education,209163000,13361
Asia,Indonesia,2010,Employment,0,0
Asia,Indonesia,2010,Otherreason,0,0
Asia,Indonesia,2010,Total,519937000,107963
Asia,Indonesia,2011,Holiday,190522000,53191
Asia,Indonesia,2011,Visiting friends and relatives,75124000,22498
Asia,Indonesia,2011,Business,47730000,13637
Asia,Indonesia,2011,Education,217429000,13736
Asia,Indonesia,2011,Employment,0,0
Asia,Indonesia,2011,Otherreason,0,0
Asia,Indonesia,2011,Total,632556000,120009
Asia,Indonesia,2012,Holiday,143324000,55880
Asia,Indonesia,2012,Visiting friends and relatives,76408000,24004
Asia,Indonesia,2012,Business,40115000,13848
Asia,Indonesia,2012,Education,250978000,14259
Asia,Indonesia,2012,Employment,56678000,7386
Asia,Indonesia,2012,Otherreason,0,0
Asia,Indonesia,2012,Total,607292000,123268
Asia,Indonesia,2013,Holiday,190306000,58539
Asia,Indonesia,2013,Visiting friends and relatives,114014000,26004
Asia,Indonesia,2013,Business,44897000,14614
Asia,Indonesia,2013,Education,253362000,13870
Asia,Indonesia,2013,Employment,44029000,6751
Asia,Indonesia,2013,Otherreason,0,0
Asia,Indonesia,2013,Total,671428000,126926
Asia,Indonesia,2014,Holiday,149760000,64177
Asia,Indonesia,2014,Visiting friends and relatives,106668000,28485
Asia,Indonesia,2014,Business,53136000,15199
Asia,Indonesia,2014,Education,238457000,13890
Asia,Indonesia,2014,Employment,28926000,7833
Asia,Indonesia,2014,Otherreason,0,0
Asia,Indonesia,2014,Total,590157000,134984
Asia,Indonesia,2015,Holiday,174784000,65067
Asia,Indonesia,2015,Visiting friends and relatives,106390000,29355
Asia,Indonesia,2015,Business,37100000,11294
Asia,Indonesia,2015,Education,243893000,14642
Asia,Indonesia,2015,Employment,0,0
Asia,Indonesia,2015,Otherreason,0,0
Asia,Indonesia,2015,Total,614731000,136418
Asia,Indonesia,2016,Holiday,271032000,82163
Asia,Indonesia,2016,Visiting friends and relatives,111772000,27876
Asia,Indonesia,2016,Business,30872000,12369
Asia,Indonesia,2016,Education,276071000,15523
Asia,Indonesia,2016,Employment,0,0
Asia,Indonesia,2016,Otherreason,0,0
Asia,Indonesia,2016,Total,743904000,155803
Americas,Canada,2006,Holiday,349810000,50344
Americas,Canada,2006,Visiting friends and relatives,135150000,31466
Americas,Canada,2006,Business,98490000,15251
Americas,Canada,2006,Education,68703000,5195
Americas,Canada,2006,Employment,0,0
Americas,Canada,2006,Otherreason,0,0
Americas,Canada,2006,Total,699659000,108972
Americas,Canada,2007,Holiday,396234000,51897
Americas,Canada,2007,Visiting friends and relatives,138268000,32227
Americas,Canada,2007,Business,97344000,16596
Americas,Canada,2007,Education,108269000,6301
Americas,Canada,2007,Employment,0,0
Americas,Canada,2007,Otherreason,0,0
Americas,Canada,2007,Total,786492000,115047
Americas,Canada,2008,Holiday,391761000,57328
Americas,Canada,2008,Visiting friends and relatives,149617000,35365
Americas,Canada,2008,Business,103746000,17796
Americas,Canada,2008,Education,91798000,5431
Americas,Canada,2008,Employment,0,0
Americas,Canada,2008,Otherreason,0,0
Americas,Canada,2008,Total,836419000,127714
Americas,Canada,2009,Holiday,376724000,54788
Americas,Canada,2009,Visiting friends and relatives,151778000,37745
Americas,Canada,2009,Business,78852000,14021
Americas,Canada,2009,Education,119369000,6490
Americas,Canada,2009,Employment,0,0
Americas,Canada,2009,Otherreason,21022000,5365
Americas,Canada,2009,Total,816124000,124028
Americas,Canada,2010,Holiday,311365000,51294
Americas,Canada,2010,Visiting friends and relatives,156934000,39229
Americas,Canada,2010,Business,99496000,16091
Americas,Canada,2010,Education,75139000,5913
Americas,Canada,2010,Employment,0,0
Americas,Canada,2010,Otherreason,0,0
Americas,Canada,2010,Total,718366000,122312
Americas,Canada,2011,Holiday,284069000,48632
Americas,Canada,2011,Visiting friends and relatives,139753000,36468
Americas,Canada,2011,Business,93364000,16297
Americas,Canada,2011,Education,123836000,6920
Americas,Canada,2011,Employment,0,0
Americas,Canada,2011,Otherreason,0,0
Americas,Canada,2011,Total,710318000,118144
Americas,Canada,2012,Holiday,293594000,49113
Americas,Canada,2012,Visiting friends and relatives,139030000,36940
Americas,Canada,2012,Business,89321000,16514
Americas,Canada,2012,Education,123733000,6387
Americas,Canada,2012,Employment,64577000,5695
Americas,Canada,2012,Otherreason,0,0
Americas,Canada,2012,Total,725663000,119477
Americas,Canada,2013,Holiday,298054000,50864
Americas,Canada,2013,Visiting friends and relatives,153975000,37746
Americas,Canada,2013,Business,91141000,16406
Americas,Canada,2013,Education,99431000,6027
Americas,Canada,2013,Employment,55080000,5964
Americas,Canada,2013,Otherreason,0,0
Americas,Canada,2013,Total,713782000,121805
Americas,Canada,2014,Holiday,366086000,54268
Americas,Canada,2014,Visiting friends and relatives,154817000,42861
Americas,Canada,2014,Business,115494000,15942
Americas,Canada,2014,Education,0,0
Americas,Canada,2014,Employment,0,0
Americas,Canada,2014,Otherreason,0,0
Americas,Canada,2014,Total,794203000,129553
Americas,Canada,2015,Holiday,353389000,55308
Americas,Canada,2015,Visiting friends and relatives,180305000,47306
Americas,Canada,2015,Business,95703000,14401
Americas,Canada,2015,Education,129463000,6012
Americas,Canada,2015,Employment,0,0
Americas,Canada,2015,Otherreason,0,0
Americas,Canada,2015,Total,830232000,134144
Americas,Canada,2016,Holiday,359087000,65474
Americas,Canada,2016,Visiting friends and relatives,176770000,45313
Americas,Canada,2016,Business,73359000,13314
Americas,Canada,2016,Education,124366000,6433
Americas,Canada,2016,Employment,0,0
Americas,Canada,2016,Otherreason,0,0
Americas,Canada,2016,Total,791553000,142483
Europe,Germany,2006,Holiday,616184000,90751
Europe,Germany,2006,Visiting friends and relatives,82481000,20689
Europe,Germany,2006,Business,84908000,18176
Europe,Germany,2006,Education,92668000,8025
Europe,Germany,2006,Employment,0,0
Europe,Germany,2006,Otherreason,0,0
Europe,Germany,2006,Total,930686000,146567
Europe,Germany,2007,Holiday,608255000,91117
Europe,Germany,2007,Visiting friends and relatives,97072000,21014
Europe,Germany,2007,Business,83127000,17765
Europe,Germany,2007,Education,119525000,8603
Europe,Germany,2007,Employment,0,0
Europe,Germany,2007,Otherreason,0,0
Europe,Germany,2007,Total,968743000,149622
Europe,Germany,2008,Holiday,675636000,94213
Europe,Germany,2008,Visiting friends and relatives,91935000,21938
Europe,Germany,2008,Business,109001000,20249
Europe,Germany,2008,Education,127545000,9138
Europe,Germany,2008,Employment,0,0
Europe,Germany,2008,Otherreason,0,0
Europe,Germany,2008,Total,1136538000,158462
Europe,Germany,2009,Holiday,714585000,98696
Europe,Germany,2009,Visiting friends and relatives,99934000,24284
Europe,Germany,2009,Business,75633000,15874
Europe,Germany,2009,Education,121702000,10635
Europe,Germany,2009,Employment,0,0
Europe,Germany,2009,Otherreason,0,0
Europe,Germany,2009,Total,1090779000,159722
Europe,Germany,2010,Holiday,573660000,96071
Europe,Germany,2010,Visiting friends and relatives,81967000,23612
Europe,Germany,2010,Business,83153000,17450
Europe,Germany,2010,Education,126424000,9335
Europe,Germany,2010,Employment,0,0
Europe,Germany,2010,Otherreason,0,0
Europe,Germany,2010,Total,941889000,159113
Europe,Germany,2011,Holiday,583108000,91768
Europe,Germany,2011,Visiting friends and relatives,95335000,23352
Europe,Germany,2011,Business,97366000,18031
Europe,Germany,2011,Education,91709000,7683
Europe,Germany,2011,Employment,0,0
Europe,Germany,2011,Otherreason,0,0
Europe,Germany,2011,Total,943605000,154492
Europe,Germany,2012,Holiday,543074000,90869
Europe,Germany,2012,Visiting friends and relatives,83369000,25125
Europe,Germany,2012,Business,80418000,17128
Europe,Germany,2012,Education,93639000,7504
Europe,Germany,2012,Employment,49325000,4721
Europe,Germany,2012,Otherreason,0,0
Europe,Germany,2012,Total,897157000,153951
Europe,Germany,2013,Holiday,619065000,96781
Europe,Germany,2013,Visiting friends and relatives,104633000,27622
Europe,Germany,2013,Business,73883000,16604
Europe,Germany,2013,Education,83905000,7755
Europe,Germany,2013,Employment,44450000,5381
Europe,Germany,2013,Otherreason,0,0
Europe,Germany,2013,Total,962138000,163603
Europe,Germany,2014,Holiday,636781000,107306
Europe,Germany,2014,Visiting friends and relatives,117806000,31982
Europe,Germany,2014,Business,89693000,16513
Europe,Germany,2014,Education,87104000,7552
Europe,Germany,2014,Employment,57375000,6764
Europe,Germany,2014,Otherreason,0,0
Europe,Germany,2014,Total,1037071000,179899
Europe,Germany,2015,Holiday,666547000,106523
Europe,Germany,2015,Visiting friends and relatives,123028000,34110
Europe,Germany,2015,Business,90507000,16456
Europe,Germany,2015,Education,102255000,8484
Europe,Germany,2015,Employment,0,0
Europe,Germany,2015,Otherreason,44196000,9305
Europe,Germany,2015,Total,1109768000,182883
Europe,Germany,2016,Holiday,769530000,124040
Europe,Germany,2016,Visiting friends and relatives,111818000,30182
Europe,Germany,2016,Business,86825000,16054
Europe,Germany,2016,Education,126583000,8871
Europe,Germany,2016,Employment,0,0
Europe,Germany,2016,Otherreason,50165000,9913
Europe,Germany,2016,Total,1196702000,195605
Europe,France,2006,Holiday,216963000,34370
Europe,France,2006,Visiting friends and relatives,40147000,11449
Europe,France,2006,Business,59149000,11468
Europe,France,2006,Education,46565000,4324
Europe,France,2006,Employment,0,0
Europe,France,2006,Otherreason,0,0
Europe,France,2006,Total,382897000,65536
Europe,France,2007,Holiday,257837000,36468
Europe,France,2007,Visiting friends and relatives,56193000,12383
Europe,France,2007,Business,50086000,10573
Europe,France,2007,Education,57192000,4547
Europe,France,2007,Employment,0,0
Europe,France,2007,Otherreason,0,0
Europe,France,2007,Total,461283000,71235
Europe,France,2008,Holiday,301189000,43793
Europe,France,2008,Visiting friends and relatives,55016000,13363
Europe,France,2008,Business,73679000,11512
Europe,France,2008,Education,83442000,6151
Europe,France,2008,Employment,0,0
Europe,France,2008,Otherreason,0,0
Europe,France,2008,Total,576408000,85126
Europe,France,2009,Holiday,354922000,51228
Europe,France,2009,Visiting friends and relatives,60875000,14827
Europe,France,2009,Business,59758000,10975
Europe,France,2009,Education,59079000,5972
Europe,France,2009,Employment,0,0
Europe,France,2009,Otherreason,0,0
Europe,France,2009,Total,614074000,92963
Europe,France,2010,Holiday,317385000,52163
Europe,France,2010,Visiting friends and relatives,63805000,15797
Europe,France,2010,Business,64994000,10851
Europe,France,2010,Education,75486000,6649
Europe,France,2010,Employment,0,0
Europe,France,2010,Otherreason,0,0
Europe,France,2010,Total,590304000,97023
Europe,France,2011,Holiday,305357000,50441
Europe,France,2011,Visiting friends and relatives,63657000,15985
Europe,France,2011,Business,85115000,10417
Europe,France,2011,Education,106688000,7902
Europe,France,2011,Employment,0,0
Europe,France,2011,Otherreason,0,0
Europe,France,2011,Total,627603000,95010
Europe,France,2012,Holiday,324596000,51312
Europe,France,2012,Visiting friends and relatives,52414000,17007
Europe,France,2012,Business,58842000,10221
Europe,France,2012,Education,64198000,6466
Europe,France,2012,Employment,67400000,7511
Europe,France,2012,Otherreason,0,0
Europe,France,2012,Total,582288000,98398
Europe,France,2013,Holiday,371650000,54030
Europe,France,2013,Visiting friends and relatives,67734000,18342
Europe,France,2013,Business,52205000,10166
Europe,France,2013,Education,69456000,6068
Europe,France,2013,Employment,117484000,9139
Europe,France,2013,Otherreason,0,0
Europe,France,2013,Total,709259000,104841
Europe,France,2014,Holiday,363152000,58067
Europe,France,2014,Visiting friends and relatives,88763000,21557
Europe,France,2014,Business,45561000,10862
Europe,France,2014,Education,57838000,5948
Europe,France,2014,Employment,90989000,9457
Europe,France,2014,Otherreason,0,0
Europe,France,2014,Total,675560000,112813
Europe,France,2015,Holiday,378532000,56942
Europe,France,2015,Visiting friends and relatives,80098000,22834
Europe,France,2015,Business,77577000,10228
Europe,France,2015,Education,81775000,6701
Europe,France,2015,Employment,116916000,10501
Europe,France,2015,Otherreason,0,0
Europe,France,2015,Total,780338000,113713
Europe,France,2016,Holiday,361822000,63316
Europe,France,2016,Visiting friends and relatives,82066000,21227
Europe,France,2016,Business,39071000,9796
Europe,France,2016,Education,59721000,7177
Europe,France,2016,Employment,0,0
Europe,France,2016,Otherreason,0,0
Europe,France,2016,Total,664114000,117109
no,AllCountries,2006,Holiday,11226816000,2588171
no,AllCountries,2006,Visiting friends and relatives,3409408000,1077854
no,AllCountries,2006,Business,2765870000,781164
no,AllCountries,2006,Education,3671211000,273944
no,AllCountries,2006,Employment,1356341000,161099
no,AllCountries,2006,Otherreason,601605000,181203
no,AllCountries,2006,Total,23031252000,5063435
no,AllCountries,2007,Holiday,11308553000,2523150
no,AllCountries,2007,Visiting friends and relatives,3910028000,1129961
no,AllCountries,2007,Business,2773210000,811204
no,AllCountries,2007,Education,4244724000,296534
no,AllCountries,2007,Employment,1434219000,177005
no,AllCountries,2007,Otherreason,694138000,207635
no,AllCountries,2007,Total,24364872000,5145489
no,AllCountries,2008,Holiday,11447087000,2378971
no,AllCountries,2008,Visiting friends and relatives,3967013000,1173213
no,AllCountries,2008,Business,3322347000,807526
no,AllCountries,2008,Education,4918489000,308343
no,AllCountries,2008,Employment,1728956000,191288
no,AllCountries,2008,Otherreason,967315000,240095
no,AllCountries,2008,Total,26351207000,5099436
no,AllCountries,2009,Holiday,10981639000,2344493
no,AllCountries,2009,Visiting friends and relatives,3862364000,1315562
no,AllCountries,2009,Business,2624804000,682145
no,AllCountries,2009,Education,5664017000,349139
no,AllCountries,2009,Employment,1598013000,179988
no,AllCountries,2009,Otherreason,810340000,216839
no,AllCountries,2009,Total,25541178000,5088166
no,AllCountries,2010,Holiday,10198597000,2432127
no,AllCountries,2010,Visiting friends and relatives,3903047000,1348759
no,AllCountries,2010,Business,3106904000,786216
no,AllCountries,2010,Education,5838449000,365582
no,AllCountries,2010,Employment,1747608000,193620
no,AllCountries,2010,Otherreason,825892000,227396
no,AllCountries,2010,Total,25620496000,5353702
no,AllCountries,2011,Holiday,9862017000,2320998
no,AllCountries,2011,Visiting friends and relatives,3861314000,1365899
no,AllCountries,2011,Business,3380281000,817567
no,AllCountries,2011,Education,6071108000,375652
no,AllCountries,2011,Employment,2025427000,210365
no,AllCountries,2011,Otherreason,974656000,252846
no,AllCountries,2011,Total,26174803000,5343327
no,AllCountries,2012,Holiday,10205904000,2446036
no,AllCountries,2012,Visiting friends and relatives,4160302000,1463403
no,AllCountries,2012,Business,3412388000,825994
no,AllCountries,2012,Education,6163284000,366134
no,AllCountries,2012,Employment,2358563000,234226
no,AllCountries,2012,Otherreason,973047000,253370
no,AllCountries,2012,Total,27273488000,5589162
no,AllCountries,2013,Holiday,11397235000,2643942
no,AllCountries,2013,Visiting friends and relatives,4529916000,1591394
no,AllCountries,2013,Business,3224682000,813239
no,AllCountries,2013,Education,6410428000,370357
no,AllCountries,2013,Employment,2375743000,227513
no,AllCountries,2013,Otherreason,996377000,258439
no,AllCountries,2013,Total,28934381000,5904884
no,AllCountries,2014,Holiday,12329132000,2854307
no,AllCountries,2014,Visiting friends and relatives,5117442000,1755899
no,AllCountries,2014,Business,3443605000,838622
no,AllCountries,2014,Education,6704067000,378368
no,AllCountries,2014,Employment,2332187000,256614
no,AllCountries,2014,Otherreason,1153749000,273373
no,AllCountries,2014,Total,31080182000,6357183
no,AllCountries,2015,Holiday,14307954000,3133173
no,AllCountries,2015,Visiting friends and relatives,5923080000,1881456
no,AllCountries,2015,Business,3472777000,794773
no,AllCountries,2015,Education,8726602000,458589
no,AllCountries,2015,Employment,2805264000,308973
no,AllCountries,2015,Otherreason,1346898000,281989
no,AllCountries,2015,Total,36582574000,6858953
no,AllCountries,2016,Holiday,16663019000,3820991
no,AllCountries,2016,Visiting friends and relatives,5696382000,1902029
no,AllCountries,2016,Business,3284558000,813668
no,AllCountries,2016,Education,9851917000,495183
no,AllCountries,2016,Employment,2352240000,278797
no,AllCountries,2016,Otherreason,1236990000,313997
no,AllCountries,2016,Total,39085107000,7624665
