Continent,Country,Year,Category,Expenditure,Visitors,AverageStayNights
no,AllCountries,2010,Visiting friends and relatives,3903047,1348759,26.8
no,AllCountries,2010,Business,3106904,786216,13.2
no,AllCountries,2010,Education,5838449,365582,139.4
no,AllCountries,2010,Employment,1747608,193620,110.7
no,AllCountries,2010,Other reason,825892,227396,25.9
no,AllCountries,2010,Total,25620496,5353702,34.8
no,AllCountries,2011,Holiday,9862017,2320998,27.1
no,AllCountries,2011,Visiting friends and relatives,3861314,1365899,27.6
no,AllCountries,2011,Business,3380281,817567,14
no,AllCountries,2011,Education,6071108,375652,137.9
no,AllCountries,2011,Employment,2025427,210365,108.5
no,AllCountries,2011,Other reason,974656,252846,36.9
no,AllCountries,2011,Total,26174803,5343327,36.7
no,AllCountries,2012,Holiday,10205904,2446036,27.2
no,AllCountries,2012,Visiting friends and relatives,4160302,1463403,28.7
no,AllCountries,2012,Business,3412388,825994,14.6
no,AllCountries,2012,Education,6163284,366134,139.5
no,AllCountries,2012,Employment,2358563,234226,120.7
no,AllCountries,2012,Other reason,973047,253370,31.5
no,AllCountries,2012,Total,27273488,5589162,37.2
no,AllCountries,2013,Holiday,11397235,2643942,27.8
no,AllCountries,2013,Visiting friends and relatives,4529916,1591394,28.4
no,AllCountries,2013,Business,3224682,813239,13.7
no,AllCountries,2013,Education,6410428,370357,140.8
no,AllCountries,2013,Employment,2375743,227513,123.4
no,AllCountries,2013,Other reason,996377,258439,26.9
no,AllCountries,2013,Total,28934381,5904884,36.8
no,AllCountries,2014,Holiday,12329132,2854307,25
no,AllCountries,2014,Visiting friends and relatives,5117442,1755899,29.1
no,AllCountries,2014,Business,3443605,838622,13.6
no,AllCountries,2014,Education,6704067,378368,137.1
no,AllCountries,2014,Employment,2332187,256614,111.9
no,AllCountries,2014,Other reason,1153749,273373,30.7
no,AllCountries,2014,Total,31080182,6357183,35.1
no,AllCountries,2015,Holiday,14307954,3133173,24.4
no,AllCountries,2015,Visiting friends and relatives,5923080,1881456,29.7
no,AllCountries,2015,Business,3472777,794773,12.7
no,AllCountries,2015,Education,8726602,458589,136.2
no,AllCountries,2015,Employment,2805264,308973,109.8
no,AllCountries,2015,Other reason,1346898,281989,32.9
no,AllCountries,2015,Total,36582574,6858953,36.2
no,AllCountries,2016,Holiday,16663019,3820991,22.2
no,AllCountries,2016,Visiting friends and relatives,5696382,1902029,29.3
no,AllCountries,2016,Business,3284558,813668,11.8
no,AllCountries,2016,Education,9851917,495183,132.3
no,AllCountries,2016,Employment,2352240,278797,100.5
no,AllCountries,2016,Other reason,1236990,313997,29.7
no,AllCountries,2016,Total,39085107,7624665,33.2
